Date,Week,Exposed,Dung_160ml,FoodType,ID,Snail_No,Length,Eggs,Worms,C_Eggs,C_Worms,Infected,Alive,Dead,Last_Alive,Notes
Dec-06-2024,8,No,12.8,High,T3,144,16.3,236,0,881,0,0,1,0,0,NA
Dec-13-2024,9,No,12.8,High,T3,144,16.3,178,0,1059,0,0,1,0,0,NA
Dec-20-2024,10,No,12.8,High,T3,144,16.3,105,0,1164,0,0,1,0,0,NA
Dec-27-2024,11,No,12.8,High,T3,144,16.8,145,0,1309,0,0,1,0,0,NA
Jan-03-2025,12,No,12.8,High,T3,144,17.1,146,0,1455,0,0,1,0,0,NA
Jan-10-2025,13,No,12.8,High,T3,144,17.1,89,0,1544,0,0,1,0,0,NA
Jan-17-2025,14,No,12.8,High,T3,144,17.9,146,0,1690,0,0,1,0,0,NA
Jan-25-2025,15,No,12.8,High,T3,144,17.4,197,0,1887,0,0,1,0,0,NA
Jan-31-2025,16,No,12.8,High,T3,144,17.6,128,0,2015,0,0,1,0,1,NA
0ct-11-2024,0,No,19.2,High,O4,145,12.6,0,0,0,0,0,1,0,0,NA
0ct-18-2024,1,No,19.2,High,O4,145,12.3,0,0,0,0,0,1,0,0,NA
0ct-25-2024,2,No,19.2,High,O4,145,12.5,0,0,0,0,0,1,0,0,NA
Nov-01-2024,3,No,19.2,High,O4,145,13.5,0,0,0,0,0,1,0,0,NA
Nov-08-2024,4,No,19.2,High,O4,145,14.2,0,0,0,0,0,1,0,0,NA
Nov-15-2024,5,No,19.2,High,O4,145,14.3,0,0,0,0,0,1,0,0,NA
Nov-22-2024,6,No,19.2,High,O4,145,14.2,27,0,27,0,0,1,0,0,NA
Nov-29-2024,7,No,19.2,High,O4,145,15,45,0,72,0,0,1,0,0,NA
Dec-06-2024,8,No,19.2,High,O4,145,15.7,19,0,91,0,0,1,0,0,NA
Dec-13-2024,9,No,19.2,High,O4,145,15.6,0,0,91,0,0,1,0,0,NA
Dec-20-2024,10,No,19.2,High,O4,145,15.4,0,0,91,0,0,1,0,0,NA
Dec-27-2024,11,No,19.2,High,O4,145,16.2,0,0,91,0,0,1,0,0,NA
Jan-03-2025,12,No,19.2,High,O4,145,16,0,0,91,0,0,1,0,0,NA
Jan-10-2025,13,No,19.2,High,O4,145,15.4,0,0,91,0,0,1,0,0,NA
Jan-17-2025,14,No,19.2,High,O4,145,15.4,0,0,91,0,0,1,0,0,NA
Jan-25-2025,15,No,19.2,High,O4,145,15.1,0,0,91,0,0,1,0,0,NA
Jan-31-2025,16,No,19.2,High,O4,145,15.2,0,0,91,0,0,1,0,1,NA
0ct-11-2024,0,No,19.2,High,P4,146,12,0,0,0,0,0,1,0,0,NA
0ct-18-2024,1,No,19.2,High,P4,146,12.1,0,0,0,0,0,1,0,0,NA
0ct-25-2024,2,No,19.2,High,P4,146,12.8,0,0,0,0,0,1,0,0,NA
Nov-01-2024,3,No,19.2,High,P4,146,14,0,0,0,0,0,1,0,0,NA
Nov-08-2024,4,No,19.2,High,P4,146,14.9,0,0,0,0,0,1,0,0,NA
Nov-15-2024,5,No,19.2,High,P4,146,15,0,0,0,0,0,1,0,0,NA
Nov-22-2024,6,No,19.2,High,P4,146,15.6,26,0,26,0,0,1,0,0,NA
Nov-29-2024,7,No,19.2,High,P4,146,15.1,22,0,48,0,0,1,0,0,NA
Dec-06-2024,8,No,19.2,High,P4,146,14.7,0,0,48,0,0,1,0,1,NA
Dec-13-2024,9,No,19.2,High,P4,146,,,,,,0,0,1,0,Dead Dec.13.2024
Dec-20-2024,10,No,19.2,High,P4,146,,,,,,0,0,1,0,Dead Dec.13.2024
Dec-27-2024,11,No,19.2,High,P4,146,,,,,,0,0,1,0,Dead Dec.13.2024
Jan-03-2025,12,No,19.2,High,P4,146,,,,,,0,0,1,0,Dead Dec.13.2024
Jan-10-2025,13,No,19.2,High,P4,146,,,,,,0,0,1,0,Dead Dec.13.2024
Jan-17-2025,14,No,19.2,High,P4,146,,,,,,0,0,1,0,Dead Dec.13.2024
Jan-25-2025,15,No,19.2,High,P4,146,,,,,,0,0,1,0,Dead Dec.13.2024
Jan-31-2025,16,No,19.2,High,P4,146,,,,,,0,0,1,0,Dead Dec.13.2024
0ct-11-2024,0,No,19.2,High,Q4,147,12.4,0,0,0,0,0,1,0,0,NA
0ct-18-2024,1,No,19.2,High,Q4,147,13.5,0,0,0,0,0,1,0,0,NA
0ct-25-2024,2,No,19.2,High,Q4,147,13,0,0,0,0,0,1,0,0,NA
Nov-01-2024,3,No,19.2,High,Q4,147,13.6,0,0,0,0,0,1,0,0,NA
Nov-08-2024,4,No,19.2,High,Q4,147,14,24,0,24,0,0,1,0,0,NA
Nov-15-2024,5,No,19.2,High,Q4,147,15.6,0,0,24,0,0,1,0,0,NA
Nov-22-2024,6,No,19.2,High,Q4,147,16.4,0,0,24,0,0,1,0,0,NA
Nov-29-2024,7,No,19.2,High,Q4,147,16.6,0,0,24,0,0,1,0,0,NA
Dec-06-2024,8,No,19.2,High,Q4,147,16.4,0,0,24,0,0,1,0,0,NA
Dec-13-2024,9,No,19.2,High,Q4,147,17.3,0,0,24,0,0,1,0,0,NA
Dec-20-2024,10,No,19.2,High,Q4,147,17.6,0,0,24,0,0,1,0,0,NA
Dec-27-2024,11,No,19.2,High,Q4,147,18,0,0,24,0,0,1,0,0,NA
Jan-03-2025,12,No,19.2,High,Q4,147,17.9,0,0,24,0,0,1,0,0,NA
Jan-10-2025,13,No,19.2,High,Q4,147,17.8,0,0,24,0,0,1,0,0,NA
Jan-17-2025,14,No,19.2,High,Q4,147,18.4,0,0,24,0,0,1,0,0,NA
Jan-25-2025,15,No,19.2,High,Q4,147,18.4,0,0,24,0,0,1,0,0,NA
Jan-31-2025,16,No,19.2,High,Q4,147,16.3,0,0,24,0,0,1,0,1,NA
0ct-11-2024,0,No,19.2,High,R4,148,13.5,0,0,0,0,0,1,0,0,NA
0ct-18-2024,1,No,19.2,High,R4,148,13.4,0,0,0,0,0,1,0,0,NA
0ct-25-2024,2,No,19.2,High,R4,148,13.5,0,0,0,0,0,1,0,0,NA
Nov-01-2024,3,No,19.2,High,R4,148,14.3,0,0,0,0,0,1,0,0,NA
Nov-08-2024,4,No,19.2,High,R4,148,14.8,0,0,0,0,0,1,0,0,NA
Nov-15-2024,5,No,19.2,High,R4,148,13.4,0,0,0,0,0,1,0,0,NA
Nov-22-2024,6,No,19.2,High,R4,148,14.2,4,0,4,0,0,1,0,0,NA
Nov-29-2024,7,No,19.2,High,R4,148,14,6,0,10,0,0,1,0,0,NA
Dec-06-2024,8,No,19.2,High,R4,148,13.9,0,0,10,0,0,1,0,0,NA
Dec-13-2024,9,No,19.2,High,R4,148,14.5,0,0,10,0,0,1,0,0,NA
Dec-20-2024,10,No,19.2,High,R4,148,14.3,0,0,10,0,0,1,0,0,NA
Dec-27-2024,11,No,19.2,High,R4,148,14.8,0,0,10,0,0,1,0,0,NA
Jan-03-2025,12,No,19.2,High,R4,148,15,0,0,10,0,0,1,0,0,NA
Jan-10-2025,13,No,19.2,High,R4,148,15.2,0,0,10,0,0,1,0,0,NA
Jan-17-2025,14,No,19.2,High,R4,148,15.6,0,0,10,0,0,1,0,0,NA
Jan-25-2025,15,No,19.2,High,R4,148,16.5,0,0,10,0,0,1,0,0,NA
Jan-31-2025,16,No,19.2,High,R4,148,18.4,3,0,13,0,0,1,0,1,NA
0ct-11-2024,0,No,19.2,High,S4,149,12.5,0,0,0,0,0,1,0,0,NA
0ct-18-2024,1,No,19.2,High,S4,149,12.2,0,0,0,0,0,1,0,0,NA
0ct-25-2024,2,No,19.2,High,S4,149,11.9,0,0,0,0,0,1,0,0,NA
Nov-01-2024,3,No,19.2,High,S4,149,12.5,0,0,0,0,0,1,0,0,NA
Nov-08-2024,4,No,19.2,High,S4,149,13.1,0,0,0,0,0,1,0,0,NA
Nov-15-2024,5,No,19.2,High,S4,149,14.5,0,0,0,0,0,1,0,0,NA
Nov-22-2024,6,No,19.2,High,S4,149,15.6,0,0,0,0,0,1,0,0,NA
Nov-29-2024,7,No,19.2,High,S4,149,15.8,0,0,0,0,0,1,0,0,NA
Dec-06-2024,8,No,19.2,High,S4,149,16.4,0,0,0,0,0,1,0,0,NA
Dec-13-2024,9,No,19.2,High,S4,149,16.3,0,0,0,0,0,1,0,0,NA
Dec-20-2024,10,No,19.2,High,S4,149,16.6,0,0,0,0,0,1,0,0,NA
Dec-27-2024,11,No,19.2,High,S4,149,16.9,4,0,4,0,0,1,0,0,NA
Jan-03-2025,12,No,19.2,High,S4,149,17.6,0,0,4,0,0,1,0,0,NA
Jan-10-2025,13,No,19.2,High,S4,149,17,0,0,4,0,0,1,0,1,NA
Jan-17-2025,14,No,19.2,High,S4,149,,,,,,0,0,1,0,Dead jan.17.2025
Jan-25-2025,15,No,19.2,High,S4,149,,,,,,0,0,1,0,Dead jan.17.2025
Jan-31-2025,16,No,19.2,High,S4,149,,,,,,0,0,1,0,Dead jan.17.2025
0ct-11-2024,0,No,19.2,High,T4,150,12.5,0,0,0,0,0,1,0,0,NA
0ct-18-2024,1,No,19.2,High,T4,150,12.7,0,0,0,0,0,1,0,0,NA
0ct-25-2024,2,No,19.2,High,T4,150,12.6,0,0,0,0,0,1,0,0,NA
Nov-01-2024,3,No,19.2,High,T4,150,12.5,0,0,0,0,0,1,0,0,NA
Nov-08-2024,4,No,19.2,High,T4,150,13.3,22,0,22,0,0,1,0,0,NA
Nov-15-2024,5,No,19.2,High,T4,150,13.1,0,0,22,0,0,1,0,0,NA
Nov-22-2024,6,No,19.2,High,T4,150,13.3,0,0,22,0,0,1,0,0,NA
Nov-29-2024,7,No,19.2,High,T4,150,13.1,0,0,22,0,0,1,0,0,NA
Dec-06-2024,8,No,19.2,High,T4,150,13.1,0,0,22,0,0,1,0,0,NA
Dec-13-2024,9,No,19.2,High,T4,150,12.8,0,0,22,0,0,1,0,0,NA
Dec-20-2024,10,No,19.2,High,T4,150,12.6,0,0,22,0,0,1,0,0,NA
Dec-27-2024,11,No,19.2,High,T4,150,12.8,0,0,22,0,0,1,0,0,NA
Jan-03-2025,12,No,19.2,High,T4,150,12.7,0,0,22,0,0,1,0,1,NA
Jan-10-2025,13,No,19.2,High,T4,150,,,,,,0,0,1,0,Dead Jan.10.2025
Jan-17-2025,14,No,19.2,High,T4,150,,,,,,0,0,1,0,Dead Jan.10.2025
Jan-25-2025,15,No,19.2,High,T4,150,,,,,,0,0,1,0,Dead Jan.10.2025
Jan-31-2025,16,No,19.2,High,T4,150,,,,,,0,0,1,0,Dead Jan.10.2025
0ct-11-2024,0,No,25.6,High,O5,151,12,0,0,0,0,0,1,0,0,NA
0ct-18-2024,1,No,25.6,High,O5,151,12.1,0,0,0,0,0,1,0,0,NA
0ct-25-2024,2,No,25.6,High,O5,151,12.3,0,0,0,0,0,1,0,0,NA
Nov-01-2024,3,No,25.6,High,O5,151,12.6,0,0,0,0,0,1,0,0,NA
Nov-08-2024,4,No,25.6,High,O5,151,13,0,0,0,0,0,1,0,1,NA
Nov-15-2024,5,No,25.6,High,O5,151,,,,,,0,0,1,0,Dead Nov.15.2024
Nov-22-2024,6,No,25.6,High,O5,151,,,,,,0,0,1,0,Dead Nov.15.2024
Nov-29-2024,7,No,25.6,High,O5,151,,,,,,0,0,1,0,Dead Nov.15.2024
Dec-06-2024,8,No,25.6,High,O5,151,,,,,,0,0,1,0,Dead Nov.15.2024
Dec-13-2024,9,No,25.6,High,O5,151,,,,,,0,0,1,0,Dead Nov.15.2024
Dec-20-2024,10,No,25.6,High,O5,151,,,,,,0,0,1,0,Dead Nov.15.2024
Dec-27-2024,11,No,25.6,High,O5,151,,,,,,0,0,1,0,Dead Nov.15.2024
Jan-03-2025,12,No,25.6,High,O5,151,,,,,,0,0,1,0,Dead Nov.15.2024
Jan-10-2025,13,No,25.6,High,O5,151,,,,,,0,0,1,0,Dead Nov.15.2024
Jan-17-2025,14,No,25.6,High,O5,151,,,,,,0,0,1,0,Dead Nov.15.2024
Jan-25-2025,15,No,25.6,High,O5,151,,,,,,0,0,1,0,Dead Nov.15.2024
Jan-31-2025,16,No,25.6,High,O5,151,,,,,,0,0,1,0,Dead Nov.15.2024
0ct-11-2024,0,No,25.6,High,P5,152,12.3,0,0,0,0,0,1,0,0,NA
0ct-18-2024,1,No,25.6,High,P5,152,12.3,0,0,0,0,0,1,0,0,NA
0ct-25-2024,2,No,25.6,High,P5,152,11.7,0,0,0,0,0,1,0,0,NA
Nov-01-2024,3,No,25.6,High,P5,152,12.6,0,0,0,0,0,1,0,0,NA
Nov-08-2024,4,No,25.6,High,P5,152,13.3,21,0,21,0,0,1,0,0,NA
Nov-15-2024,5,No,25.6,High,P5,152,13.6,0,0,21,0,0,1,0,0,NA
Nov-22-2024,6,No,25.6,High,P5,152,14.1,0,0,21,0,0,1,0,0,NA
Nov-29-2024,7,No,25.6,High,P5,152,13.4,0,0,21,0,0,1,0,0,NA
Dec-06-2024,8,No,25.6,High,P5,152,13.3,0,0,21,0,0,1,0,1,NA
Dec-13-2024,9,No,25.6,High,P5,152,,,,,,0,0,1,0,Dead Dec.13.2024
Dec-20-2024,10,No,25.6,High,P5,152,,,,,,0,0,1,0,Dead Dec.13.2024
Dec-27-2024,11,No,25.6,High,P5,152,,,,,,0,0,1,0,Dead Dec.13.2024
Jan-03-2025,12,No,25.6,High,P5,152,,,,,,0,0,1,0,Dead Dec.13.2024
Jan-10-2025,13,No,25.6,High,P5,152,,,,,,0,0,1,0,Dead Dec.13.2024
Jan-17-2025,14,No,25.6,High,P5,152,,,,,,0,0,1,0,Dead Dec.13.2024
Jan-25-2025,15,No,25.6,High,P5,152,,,,,,0,0,1,0,Dead Dec.13.2024
Jan-31-2025,16,No,25.6,High,P5,152,,,,,,0,0,1,0,Dead Dec.13.2024
0ct-11-2024,0,No,25.6,High,Q5,153,10.1,0,0,0,0,0,1,0,0,NA
0ct-18-2024,1,No,25.6,High,Q5,153,10,0,0,0,0,0,1,0,0,NA
0ct-25-2024,2,No,25.6,High,Q5,153,10.5,0,0,0,0,0,1,0,0,NA
Nov-01-2024,3,No,25.6,High,Q5,153,10.2,0,0,0,0,0,1,0,0,NA
Nov-08-2024,4,No,25.6,High,Q5,153,10.1,0,0,0,0,0,1,0,1,NA
Nov-15-2024,5,No,25.6,High,Q5,153,,,,,,0,0,1,0,Dead Nov.15.2024
Nov-22-2024,6,No,25.6,High,Q5,153,,,,,,0,0,1,0,Dead Nov.15.2024
Nov-29-2024,7,No,25.6,High,Q5,153,,,,,,0,0,1,0,Dead Nov.15.2024
Dec-06-2024,8,No,25.6,High,Q5,153,,,,,,0,0,1,0,Dead Nov.15.2024
Dec-13-2024,9,No,25.6,High,Q5,153,,,,,,0,0,1,0,Dead Nov.15.2024
Dec-20-2024,10,No,25.6,High,Q5,153,,,,,,0,0,1,0,Dead Nov.15.2024
Dec-27-2024,11,No,25.6,High,Q5,153,,,,,,0,0,1,0,Dead Nov.15.2024
Jan-03-2025,12,No,25.6,High,Q5,153,,,,,,0,0,1,0,Dead Nov.15.2024
Jan-10-2025,13,No,25.6,High,Q5,153,,,,,,0,0,1,0,Dead Nov.15.2024
Jan-17-2025,14,No,25.6,High,Q5,153,,,,,,0,0,1,0,Dead Nov.15.2024
Jan-25-2025,15,No,25.6,High,Q5,153,,,,,,0,0,1,0,Dead Nov.15.2024
Jan-31-2025,16,No,25.6,High,Q5,153,,,,,,0,0,1,0,Dead Nov.15.2024
0ct-11-2024,0,No,25.6,High,R5,154,9.8,0,0,0,0,0,1,0,0,NA
0ct-18-2024,1,No,25.6,High,R5,154,9.8,0,0,0,0,0,1,0,0,NA
0ct-25-2024,2,No,25.6,High,R5,154,9.9,0,0,0,0,0,1,0,0,NA
Nov-01-2024,3,No,25.6,High,R5,154,9.8,0,0,0,0,0,1,0,0,NA
Nov-08-2024,4,No,25.6,High,R5,154,10.2,0,0,0,0,0,1,0,1,NA
Nov-15-2024,5,No,25.6,High,R5,154,,,,,,0,0,1,0,Dead Nov.15.2024
Nov-22-2024,6,No,25.6,High,R5,154,,,,,,0,0,1,0,Dead Nov.15.2024
Nov-29-2024,7,No,25.6,High,R5,154,,,,,,0,0,1,0,Dead Nov.15.2024
Dec-06-2024,8,No,25.6,High,R5,154,,,,,,0,0,1,0,Dead Nov.15.2024
Dec-13-2024,9,No,25.6,High,R5,154,,,,,,0,0,1,0,Dead Nov.15.2024
Dec-20-2024,10,No,25.6,High,R5,154,,,,,,0,0,1,0,Dead Nov.15.2024
Dec-27-2024,11,No,25.6,High,R5,154,,,,,,0,0,1,0,Dead Nov.15.2024
Jan-03-2025,12,No,25.6,High,R5,154,,,,,,0,0,1,0,Dead Nov.15.2024
Jan-10-2025,13,No,25.6,High,R5,154,,,,,,0,0,1,0,Dead Nov.15.2024
Jan-17-2025,14,No,25.6,High,R5,154,,,,,,0,0,1,0,Dead Nov.15.2024
Jan-25-2025,15,No,25.6,High,R5,154,,,,,,0,0,1,0,Dead Nov.15.2024
Jan-31-2025,16,No,25.6,High,R5,154,,,,,,0,0,1,0,Dead Nov.15.2024
0ct-11-2024,0,No,25.6,High,S5,155,9.8,0,0,0,0,0,1,0,0,NA
0ct-18-2024,1,No,25.6,High,S5,155,10,0,0,0,0,0,1,0,1,NA
0ct-25-2024,2,No,25.6,High,S5,155,,,,,,0,0,1,0,Dead Oct.25.2024
Nov-01-2024,3,No,25.6,High,S5,155,,,,,,0,0,1,0,Dead Oct.25.2024
Nov-08-2024,4,No,25.6,High,S5,155,,,,,,0,0,1,0,Dead Oct.25.2024
Nov-15-2024,5,No,25.6,High,S5,155,,,,,,0,0,1,0,Dead Oct.25.2024
Nov-22-2024,6,No,25.6,High,S5,155,,,,,,0,0,1,0,Dead Oct.25.2024
Nov-29-2024,7,No,25.6,High,S5,155,,,,,,0,0,1,0,Dead Oct.25.2024
Dec-06-2024,8,No,25.6,High,S5,155,,,,,,0,0,1,0,Dead Oct.25.2024
Dec-13-2024,9,No,25.6,High,S5,155,,,,,,0,0,1,0,Dead Oct.25.2024
Dec-20-2024,10,No,25.6,High,S5,155,,,,,,0,0,1,0,Dead Oct.25.2024
Dec-27-2024,11,No,25.6,High,S5,155,,,,,,0,0,1,0,Dead Oct.25.2024
Jan-03-2025,12,No,25.6,High,S5,155,,,,,,0,0,1,0,Dead Oct.25.2024
Jan-10-2025,13,No,25.6,High,S5,155,,,,,,0,0,1,0,Dead Oct.25.2024
Jan-17-2025,14,No,25.6,High,S5,155,,,,,,0,0,1,0,Dead Oct.25.2024
Jan-25-2025,15,No,25.6,High,S5,155,,,,,,0,0,1,0,Dead Oct.25.2024
Jan-31-2025,16,No,25.6,High,S5,155,,,,,,0,0,1,0,Dead Oct.25.2024
0ct-11-2024,0,No,25.6,High,T5,156,9.5,0,0,0,0,0,1,0,0,NA
0ct-18-2024,1,No,25.6,High,T5,156,9.5,0,0,0,0,0,1,0,0,NA
0ct-25-2024,2,No,25.6,High,T5,156,9.7,0,0,0,0,0,1,0,1,NA
Nov-01-2024,3,No,25.6,High,T5,156,,,,,,0,0,1,0,Dead Nov.01.2024
Nov-08-2024,4,No,25.6,High,T5,156,,,,,,0,0,1,0,Dead Nov.01.2024
Nov-15-2024,5,No,25.6,High,T5,156,,,,,,0,0,1,0,Dead Nov.01.2024
Nov-22-2024,6,No,25.6,High,T5,156,,,,,,0,0,1,0,Dead Nov.01.2024
Nov-29-2024,7,No,25.6,High,T5,156,,,,,,0,0,1,0,Dead Nov.01.2024
Dec-06-2024,8,No,25.6,High,T5,156,,,,,,0,0,1,0,Dead Nov.01.2024
Dec-13-2024,9,No,25.6,High,T5,156,,,,,,0,0,1,0,Dead Nov.01.2024
Dec-20-2024,10,No,25.6,High,T5,156,,,,,,0,0,1,0,Dead Nov.01.2024
Dec-27-2024,11,No,25.6,High,T5,156,,,,,,0,0,1,0,Dead Nov.01.2024
Jan-03-2025,12,No,25.6,High,T5,156,,,,,,0,0,1,0,Dead Nov.01.2024
Jan-10-2025,13,No,25.6,High,T5,156,,,,,,0,0,1,0,Dead Nov.01.2024
Jan-17-2025,14,No,25.6,High,T5,156,,,,,,0,0,1,0,Dead Nov.01.2024
Jan-25-2025,15,No,25.6,High,T5,156,,,,,,0,0,1,0,Dead Nov.01.2024
Jan-31-2025,16,No,25.6,High,T5,156,,,,,,0,0,1,0,Dead Nov.01.2024
0ct-11-2024,0,No,32,High,O6,157,12.7,0,0,0,0,0,1,0,0,NA
0ct-18-2024,1,No,32,High,O6,157,11.8,0,0,0,0,0,1,0,0,NA
0ct-25-2024,2,No,32,High,O6,157,12.5,0,0,0,0,0,1,0,0,NA
Nov-01-2024,3,No,32,High,O6,157,11.4,0,0,0,0,0,1,0,0,NA
Nov-08-2024,4,No,32,High,O6,157,12.7,0,0,0,0,0,1,0,0,NA
Nov-15-2024,5,No,32,High,O6,157,13.8,0,0,0,0,0,1,0,0,NA
Nov-22-2024,6,No,32,High,O6,157,13.6,0,0,0,0,0,1,0,0,NA
Nov-29-2024,7,No,32,High,O6,157,14,0,0,0,0,0,1,0,0,NA
Dec-06-2024,8,No,32,High,O6,157,15,0,0,0,0,0,1,0,0,NA
Dec-13-2024,9,No,32,High,O6,157,15.5,0,0,0,0,0,1,0,0,NA
Dec-20-2024,10,No,32,High,O6,157,14.9,0,0,0,0,0,1,0,0,NA
Dec-27-2024,11,No,32,High,O6,157,15.1,0,0,0,0,0,1,0,0,NA
Jan-03-2025,12,No,32,High,O6,157,15.3,0,0,0,0,0,1,0,0,NA
Jan-10-2025,13,No,32,High,O6,157,15.5,0,0,0,0,0,1,0,0,NA
Jan-17-2025,14,No,32,High,O6,157,15.7,0,0,0,0,0,1,0,0,NA
Jan-25-2025,15,No,32,High,O6,157,15.8,0,0,0,0,0,1,0,0,NA
Jan-31-2025,16,No,32,High,O6,157,16,0,0,0,0,0,1,0,1,NA
0ct-11-2024,0,No,32,High,P6,158,9.9,0,0,0,0,0,1,0,0,NA
0ct-18-2024,1,No,32,High,P6,158,9.9,0,0,0,0,0,1,0,0,NA
0ct-25-2024,2,No,32,High,P6,158,10.1,0,0,0,0,0,1,0,0,NA
Nov-01-2024,3,No,32,High,P6,158,10.4,0,0,0,0,0,1,0,0,NA
Nov-08-2024,4,No,32,High,P6,158,11.1,0,0,0,0,0,1,0,1,NA
Nov-15-2024,5,No,32,High,P6,158,,,,,,0,0,1,0,Dead Nov.15.2024
Nov-22-2024,6,No,32,High,P6,158,,,,,,0,0,1,0,Dead Nov.15.2024
Nov-29-2024,7,No,32,High,P6,158,,,,,,0,0,1,0,Dead Nov.15.2024
Dec-06-2024,8,No,32,High,P6,158,,,,,,0,0,1,0,Dead Nov.15.2024
Dec-13-2024,9,No,32,High,P6,158,,,,,,0,0,1,0,Dead Nov.15.2024
Dec-20-2024,10,No,32,High,P6,158,,,,,,0,0,1,0,Dead Nov.15.2024
Dec-27-2024,11,No,32,High,P6,158,,,,,,0,0,1,0,Dead Nov.15.2024
Jan-03-2025,12,No,32,High,P6,158,,,,,,0,0,1,0,Dead Nov.15.2024
Jan-10-2025,13,No,32,High,P6,158,,,,,,0,0,1,0,Dead Nov.15.2024
Jan-17-2025,14,No,32,High,P6,158,,,,,,0,0,1,0,Dead Nov.15.2024
Jan-25-2025,15,No,32,High,P6,158,,,,,,0,0,1,0,Dead Nov.15.2024
Jan-31-2025,16,No,32,High,P6,158,,,,,,0,0,1,0,Dead Nov.15.2024
0ct-11-2024,0,No,32,High,Q2,159,9.3,0,0,0,0,0,1,0,0,NA
0ct-18-2024,1,No,32,High,Q6,159,9.7,0,0,0,0,0,1,0,1,NA
0ct-25-2024,2,No,32,High,Q6,159,,,,,,0,0,1,0,Dead Oct.25.2024
Nov-01-2024,3,No,32,High,Q6,159,,,,,,0,0,1,0,Dead Oct.25.2024
Nov-08-2024,4,No,32,High,Q6,159,,,,,,0,0,1,0,Dead Oct.25.2024
Nov-15-2024,5,No,32,High,Q6,159,,,,,,0,0,1,0,Dead Oct.25.2024
Nov-22-2024,6,No,32,High,Q6,159,,,,,,0,0,1,0,Dead Oct.25.2024
Nov-29-2024,7,No,32,High,Q6,159,,,,,,0,0,1,0,Dead Oct.25.2024
Dec-06-2024,8,No,32,High,Q6,159,,,,,,0,0,1,0,Dead Oct.25.2024
Dec-13-2024,9,No,32,High,Q6,159,,,,,,0,0,1,0,Dead Oct.25.2024
Dec-20-2024,10,No,32,High,Q6,159,,,,,,0,0,1,0,Dead Oct.25.2024
Dec-27-2024,11,No,32,High,Q6,159,,,,,,0,0,1,0,Dead Oct.25.2024
Jan-03-2025,12,No,32,High,Q6,159,,,,,,0,0,1,0,Dead Oct.25.2024
Jan-10-2025,13,No,32,High,Q6,159,,,,,,0,0,1,0,Dead Oct.25.2024
Jan-17-2025,14,No,32,High,Q6,159,,,,,,0,0,1,0,Dead Oct.25.2024
Jan-25-2025,15,No,32,High,Q6,159,,,,,,0,0,1,0,Dead Oct.25.2024
Jan-31-2025,16,No,32,High,Q6,159,,,,,,0,0,1,0,Dead Oct.25.2024
0ct-11-2024,0,No,32,High,R6,160,12.9,0,0,0,0,0,1,0,0,NA
0ct-18-2024,1,No,32,High,R6,160,12.9,0,0,0,0,0,1,0,0,NA
0ct-25-2024,2,No,32,High,R6,160,11.7,0,0,0,0,0,NA,0,0,NA
Nov-01-2024,3,No,32,High,R6,160,12.6,0,0,0,0,0,1,0,1,NA
Nov-08-2024,4,No,32,High,R6,160,,,,,,0,0,1,0,Dead Nov.08.2024
Nov-15-2024,5,No,32,High,R6,160,,,,,,0,0,1,0,Dead Nov.08.2024
Nov-22-2024,6,No,32,High,R6,160,,,,,,0,0,1,0,Dead Nov.08.2024
Nov-29-2024,7,No,32,High,R6,160,,,,,,0,0,1,0,Dead Nov.08.2024
Dec-06-2024,8,No,32,High,R6,160,,,,,,0,0,1,0,Dead Nov.08.2024
Dec-13-2024,9,No,32,High,R6,160,,,,,,0,0,1,0,Dead Nov.08.2024
Dec-20-2024,10,No,32,High,R6,160,,,,,,0,0,1,0,Dead Nov.08.2024
Dec-27-2024,11,No,32,High,R6,160,,,,,,0,0,1,0,Dead Nov.08.2024
Jan-03-2025,12,No,32,High,R6,160,,,,,,0,0,1,0,Dead Nov.08.2024
Jan-10-2025,13,No,32,High,R6,160,,,,,,0,0,1,0,Dead Nov.08.2024
Jan-17-2025,14,No,32,High,R6,160,,,,,,0,0,1,0,Dead Nov.08.2024
Jan-25-2025,15,No,32,High,R6,160,,,,,,0,0,1,0,Dead Nov.08.2024
Jan-31-2025,16,No,32,High,R6,160,,,,,,0,0,1,0,Dead Nov.08.2024
0ct-11-2024,0,No,32,High,S6,161,10,0,0,0,0,0,1,0,0,NA
0ct-18-2024,1,No,32,High,S6,161,9.8,0,0,0,0,0,1,0,1,NA
0ct-25-2024,2,No,32,High,S6,161,,,,,,0,0,1,0,Dead Oct.25.2024
Nov-01-2024,3,No,32,High,S6,161,,,,,,0,0,1,0,Dead Oct.25.2024
Nov-08-2024,4,No,32,High,S6,161,,,,,,0,0,1,0,Dead Oct.25.2024
Nov-15-2024,5,No,32,High,S6,161,,,,,,0,0,1,0,Dead Oct.25.2024
Nov-22-2024,6,No,32,High,S6,161,,,,,,0,0,1,0,Dead Oct.25.2024
Nov-29-2024,7,No,32,High,S6,161,,,,,,0,0,1,0,Dead Oct.25.2024
Dec-06-2024,8,No,32,High,S6,161,,,,,,0,0,1,0,Dead Oct.25.2024
Dec-13-2024,9,No,32,High,S6,161,,,,,,0,0,1,0,Dead Oct.25.2024
Dec-20-2024,10,No,32,High,S6,161,,,,,,0,0,1,0,Dead Oct.25.2024
Dec-27-2024,11,No,32,High,S6,161,,,,,,0,0,1,0,Dead Oct.25.2024
